time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20120610:1500,39.63,10.59,635,688.59,178,400.57,6.05,338,99321
20120610:1600,38.88,11.08,426,551.43,158,397.63,7.12,342,99341
20120610:1700,38.13,11.58,224,414.21,104,394.7,8.19,346,99360
20120610:1800,36.57,14.26,38,90.75,30,390.65,7.4,1,99416
20120610:1900,35.02,16.93,0,0,0,386.6,6.61,16,99472
20120610:2000,33.46,19.61,0,0,0,382.55,5.82,32,99528
20120610:2100,32.22,24.7,0,0,0,380.17,5.98,46,99561
20120610:2200,30.98,29.8,0,0,0,377.78,6.14,61,99594
20120610:2300,29.74,34.89,0,0,0,375.4,6.3,75,99627
20120611:0000,28.62,40.41,0,0,0,371.95,6.14,71,99653
20120611:0100,27.51,45.94,0,0,0,368.5,5.97,67,99679
20120611:0200,26.4,51.46,0,0,0,365.05,5.81,63,99705
20120611:0300,25.86,52.72,0,0,0,363.22,5.54,60,99745
20120611:0400,25.33,53.98,0,0,0,361.38,5.28,56,99784
20120611:0500,24.8,55.24,82,236.31,50,359.55,5.02,52,99824
20120611:0600,26.05,49.84,263,409.65,125,364.65,5.18,51,99837
20120611:0700,27.3,44.45,472,566.15,172,369.75,5.33,49,99850
20120611:0800,28.56,39.05,661,645.91,208,374.85,5.49,48,99863
20120611:0900,30,35.05,841,762.34,201,384.63,5.24,45,99814
20120611:1000,31.44,31.04,944,766.84,227,394.42,4.98,43,99765
20120611:1100,32.88,27.04,994,767.34,241,404.2,4.73,41,99715
20120611:1200,33.79,25.19,1002,807.98,214,405.85,4.53,38,99656
20120611:1300,34.7,23.35,923,760.94,225,407.5,4.33,36,99597
20120611:1400,35.6,21.5,807,750.62,198,409.15,4.12,34,99538
20120611:1500,35.38,21.79,619,628.95,201,405.18,3.73,34,99528
20120611:1600,35.16,22.09,420,521.44,166,401.22,3.34,35,99518
20120611:1700,34.94,22.38,226,422.74,103,397.25,2.95,36,99508
20120611:1800,33.48,24.45,38,78.21,31,393.75,2.63,49,99558
20120611:1900,32.03,26.53,0,0,0,390.25,2.32,62,99607
20120611:2000,30.57,28.6,0,0,0,386.75,2,75,99656
20120611:2100,29.74,30.63,0,0,0,384.23,2.87,83,99673
20120611:2200,28.9,32.66,0,0,0,381.72,3.75,92,99689
20120611:2300,28.06,34.69,0,0,0,379.2,4.62,101,99705
20120612:0000,27.1,38.23,0,0,0,373.8,4.43,101,99719
20120612:0100,26.14,41.78,0,0,0,368.4,4.24,102,99732
20120612:0200,25.17,45.32,0,0,0,363,4.06,102,99745
20120612:0300,24.84,45.95,0,0,0,359.98,4.06,101,99768
20120612:0400,24.51,46.57,0,0,0,356.97,4.07,100,99791
20120612:0500,24.18,47.2,84,258.55,49,353.95,4.08,98,99814
20120612:0600,26.07,41,269,439.52,121,359.07,4.11,97,99804
20120612:0700,27.95,34.8,481,607.88,159,364.18,4.13,95,99794
20120612:0800,29.84,28.6,672,681.73,194,369.3,4.15,93,99784
20120612:0900,31.17,25.71,840,761.26,201,377.05,3.53,86,99725
20120612:1000,32.5,22.83,949,780.75,219,384.8,2.9,78,99666
20120612:1100,33.83,19.94,999,781.5,232,392.55,2.28,70,99607
20120612:1200,34.4,19.34,992,779.03,232,394.43,1.76,68,99558
20120612:1300,34.97,18.75,923,760.52,225,396.32,1.24,65,99508
20120612:1400,35.53,18.15,803,737.66,204,398.2,0.72,62,99459
20120612:1500,35.32,18.4,637,689.71,178,394.42,0.73,63,99429
20120612:1600,35.11,18.64,433,571.51,154,390.63,0.74,64,99400
20120612:1700,34.9,18.89,226,417.57,104,386.85,0.76,65,99370
20120612:1800,33.06,21.47,38,77.09,31,383.1,1.26,68,99390
20120612:1900,31.22,24.05,0,0,0,379.35,1.77,70,99410
20120612:2000,29.38,26.63,0,0,0,375.6,2.28,72,99429
20120612:2100,28.5,27.74,0,0,0,372.37,2.71,81,99400
20120612:2200,27.61,28.86,0,0,0,369.13,3.14,90,99370
20120612:2300,26.73,29.97,0,0,0,365.9,3.57,100,99341
20120613:0000,26.22,30.66,0,0,0,363.2,3.61,110,99331
20120613:0100,25.71,31.36,0,0,0,360.5,3.66,120,99321
20120613:0200,25.2,32.05,0,0,0,357.8,3.7,130,99311
20120613:0300,25.31,31.55,0,0,0,356.62,3.31,134,99337
20120613:0400,25.41,31.05,0,0,0,355.43,2.91,137,99364
20120613:0500,25.51,30.55,84,251.38,50,354.25,2.52,141,99390
20120613:0600,28.13,26.67,269,439.79,121,361.65,2.69,145,99410
20120613:0700,30.74,22.8,476,587.38,165,369.05,2.85,149,99429
20120613:0800,33.35,18.92,678,706.2,183,376.45,3.01,153,99449
20120613:0900,34.54,17.23,848,788.81,186,386.47,2.81,157,99413
20120613:1000,35.73,15.53,954,794.69,211,396.48,2.61,161,99377
20120613:1100,36.92,13.84,999,781.42,232,406.5,2.41,165,99341
20120613:1200,37.74,13.75,1002,807.49,214,411.33,2.39,181,99291
20120613:1300,38.56,13.67,933,788.43,209,416.17,2.36,197,99242
20120613:1400,39.38,13.58,816,777.64,184,421,2.33,213,99193
20120613:1500,39.07,14.26,638,688.81,179,415.65,2.03,190,99173
20120613:1600,38.76,14.94,434,572.35,154,410.3,1.72,166,99153
20120613:1700,38.45,15.62,228,426.15,103,404.95,1.42,142,99133
20120613:1800,36.51,17.38,39,86.91,31,399.37,1.96,138,99179
20120613:1900,34.57,19.14,0,0,0,393.78,2.5,133,99225
20120613:2000,32.63,20.9,0,0,0,388.2,3.03,128,99272
20120613:2100,31.76,21.82,0,0,0,384.75,3.44,128,99265
20120613:2200,30.88,22.75,0,0,0,381.3,3.85,128,99258
20120613:2300,30.01,23.67,0,0,0,377.85,4.26,128,99252
20120614:0000,28.97,25.42,0,0,0,373.05,4.45,121,99275
20120614:0100,27.93,27.18,0,0,0,368.25,4.63,114,99298
20120614:0200,26.89,28.93,0,0,0,363.45,4.81,107,99321
20120614:0300,26.96,32.01,0,0,0,362.83,5.6,100,99393
20120614:0400,27.03,35.08,0,0,0,362.22,6.39,94,99465
20120614:0500,27.1,38.16,79,207.31,51,361.6,7.17,87,99538
20120614:0600,29.06,36.16,263,407.42,126,367.93,7.36,89,99577
20120614:0700,31.01,34.17,471,565.02,172,374.27,7.54,91,99617
20120614:0800,32.97,32.17,667,669.35,198,380.6,7.72,93,99656
20120614:0900,34.53,28.54,839,761.57,200,389.25,7.66,90,99630
20120614:1000,36.08,24.91,948,780.85,218,397.9,7.59,88,99604
20120614:1100,37.64,21.28,999,780.33,233,406.55,7.52,85,99577
20120614:1200,38.48,19.97,1003,807.27,215,411.55,7.73,84,99544
20120614:1300,39.32,18.67,934,789.13,209,416.55,7.95,82,99511
20120614:1400,40.16,17.36,813,764.72,191,421.55,8.17,80,99479
20120614:1500,39.42,18.33,642,701.44,174,417.75,8.36,78,99485
20120614:1600,38.67,19.3,435,573.23,154,413.95,8.56,75,99492
20120614:1700,37.93,20.27,226,404.17,107,410.15,8.76,72,99498
20120614:1800,36.02,23.12,39,75.08,32,405.07,8.95,74,99594
20120614:1900,34.11,25.98,0,0,0,399.98,9.14,76,99689
20120614:2000,32.19,28.83,0,0,0,394.9,9.32,78,99784
20120614:2100,30.49,31.6,0,0,0,387.4,8.82,78,99827
20120614:2200,28.78,34.38,0,0,0,379.9,8.31,78,99870
20120614:2300,27.07,37.15,0,0,0,372.4,7.81,78,99913
20120615:0000,26.08,38.6,0,0,0,367.58,8.06,78,99880
20120615:0100,25.09,40.05,0,0,0,362.77,8.31,79,99847
20120615:0200,24.09,41.5,0,0,0,357.95,8.57,80,99814
20120615:0300,23.96,41.96,0,0,0,356.58,8.43,79,99837
20120615:0400,23.82,42.42,0,0,0,355.22,8.29,79,99860
20120615:0500,23.68,42.88,79,207.71,51,353.85,8.15,79,99883
20120615:0600,25.64,38.32,262,407.81,125,359.62,8.28,81,99880
20120615:0700,27.59,33.75,473,574.84,169,365.38,8.4,84,99876
20120615:0800,29.55,29.19,674,692.49,189,371.15,8.52,86,99873
20120615:0900,31.62,25.41,843,774.89,193,380.2,8.56,87,99814
20120615:1000,33.7,21.63,919,699.62,265,389.25,8.6,87,99755
20120615:1100,35.77,17.85,978,725.27,266,398.3,8.63,88,99696
20120615:1200,36.94,17.37,1008,821.4,206,402.95,7.8,87,99656
20120615:1300,38.11,16.88,939,802.89,201,407.6,6.97,86,99617
20120615:1400,39.28,16.4,818,777.64,185,412.25,6.14,86,99577
20120615:1500,38.75,17.18,639,690.11,178,408.65,5.66,79,99564
20120615:1600,38.21,17.97,436,574.15,154,405.05,5.17,72,99551
20120615:1700,37.68,18.75,245,527.92,89,401.45,4.69,66,99538
20120615:1800,35.95,21.95,42,95.38,33,396.25,5.35,64,99607
20120615:1900,34.22,25.14,0,0,0,391.05,6,63,99676
20120615:2000,32.48,28.34,0,0,0,385.85,6.66,61,99745
20120615:2100,31.45,31.57,0,0,0,383.4,6.61,63,99761
20120615:2200,30.41,34.81,0,0,0,380.95,6.55,64,99778
20120615:2300,29.37,38.04,0,0,0,378.5,6.5,65,99794
20120616:0000,28.55,40.39,0,0,0,375.43,5.59,67,99758
20120616:0100,27.73,42.74,0,0,0,372.37,4.68,69,99722
20120616:0200,26.92,45.09,0,0,0,369.3,3.77,72,99686
20120616:0300,26.73,43.7,0,0,0,365.37,4.4,75,99709
20120616:0400,26.54,42.3,0,0,0,361.43,5.03,78,99732
20120616:0500,26.35,40.91,61,81.8,50,357.5,5.67,82,99755
20120616:0600,28.82,33.48,289,575.17,96,363.9,4.99,91,99774
20120616:0700,31.28,26.04,440,448.48,203,370.3,4.31,101,99794
20120616:0800,33.74,18.61,652,621.41,217,376.7,3.63,111,99814
20120616:0900,35.65,15.44,826,721.46,221,383.95,3.16,114,99768
20120616:1000,37.55,12.28,943,766.05,227,391.2,2.69,117,99722
20120616:1100,39.46,9.11,994,767,241,398.45,2.22,120,99676
20120616:1200,40.35,9.6,1003,806.88,215,406.87,2.37,98,99627
20120616:1300,41.24,10.1,925,761.2,225,415.28,2.51,77,99577
20120616:1400,42.12,10.59,810,751.29,198,423.7,2.66,56,99528
20120616:1500,41.45,11.39,674,823.89,123,417,2.79,50,99531
20120616:1600,40.79,12.18,375,333.29,211,410.3,2.91,45,99534
20120616:1700,40.12,12.98,206,283.3,122,403.6,3.03,39,99538
20120616:1800,38.35,16.31,36,52.4,31,399.2,4.07,40,99610
20120616:1900,36.58,19.65,0,0,0,394.8,5.1,40,99682
20120616:2000,34.81,22.98,0,0,0,390.4,6.14,41,99755
20120616:2100,33.81,26.33,0,0,0,385.88,5.83,46,99748
20120616:2200,32.8,29.68,0,0,0,381.37,5.53,51,99742
20120616:2300,31.8,33.03,0,0,0,376.85,5.23,57,99735
20120617:0000,30.75,35.35,0,0,0,373.12,5.32,57,99728
20120617:0100,29.7,37.68,0,0,0,369.38,5.42,57,99722
20120617:0200,28.66,40,0,0,0,365.65,5.52,57,99715
20120617:0300,28.2,40.24,0,0,0,360.6,5.42,61,99751
20120617:0400,27.75,40.47,0,0,0,355.55,5.31,64,99788
20120617:0500,27.31,40.71,86,290.88,47,350.5,5.21,68,99824
20120617:0600,29.35,34.92,289,572.94,97,358.18,5.36,73,99850
20120617:0700,31.39,29.13,507,736.72,118,365.87,5.5,79,99876
20120617:0800,33.43,23.34,704,808.98,138,373.55,5.64,84,99903
20120617:0900,35.35,19.7,834,746.76,208,384.18,5.64,79,99853
20120617:1000,37.26,16.06,943,766.17,227,394.82,5.64,73,99804
20120617:1100,39.18,12.42,1004,794.49,224,405.45,5.64,67,99755
20120617:1200,40.09,12.12,1008,821.04,206,412.68,5.43,52,99712
20120617:1300,41,11.81,906,707.61,255,419.92,5.21,37,99669
20120617:1400,41.91,11.51,802,724.99,211,427.15,4.99,22,99627
20120617:1500,41.28,12.17,631,654.2,193,423.97,5.69,24,99627
20120617:1600,40.64,12.82,465,712.05,114,420.78,6.39,25,99627
20120617:1700,40.01,13.48,247,531.14,89,417.6,7.09,26,99627
20120617:1800,38.32,16.65,40,72.59,33,415.75,6.42,35,99682
20120617:1900,36.64,19.82,0,0,0,413.9,5.76,43,99738
20120617:2000,34.95,22.99,0,0,0,412.05,5.09,51,99794
20120617:2100,34.03,27.06,0,0,0,409.58,5.35,55,99807
20120617:2200,33.1,31.14,0,0,0,407.12,5.6,58,99820
20120617:2300,32.18,35.21,0,0,0,404.65,5.86,61,99834
20120618:0000,31.02,37.54,0,0,0,401.12,5.93,61,99830
20120618:0100,29.87,39.86,0,0,0,397.58,6,60,99827
20120618:0200,28.72,42.19,0,0,0,394.05,6.07,60,99824
20120618:0300,28.06,42.95,0,0,0,391.62,5.83,59,99853
20120618:0400,27.4,43.7,0,0,0,389.18,5.59,59,99883
20120618:0500,26.74,44.46,29,0,29,386.75,5.35,59,99913
20120618:0600,28.23,39.32,288,573.8,96,389.48,5.45,57,99939
20120618:0700,29.73,34.19,506,737.4,117,392.22,5.55,56,99965
20120618:0800,31.23,29.05,711,840.94,123,394.95,5.66,54,99991
20120618:0900,33.12,24.87,829,733.91,214,400.3,5.87,54,99949
20120618:1000,35,20.68,937,752.4,234,405.65,6.08,53,99906
20120618:1100,36.89,16.5,1009,808.75,215,411,6.29,52,99863
20120618:1200,37.69,15.49,1013,836.24,196,413.25,6.27,54,99814
20120618:1300,38.48,14.47,945,817.07,193,415.5,6.25,55,99765
20120618:1400,39.27,13.46,819,778.44,184,417.75,6.23,56,99715
20120618:1500,38.65,14.17,642,690.81,179,412.33,6.08,58,99719
20120618:1600,38.02,14.87,439,575.16,155,406.92,5.93,59,99722
20120618:1700,37.4,15.58,230,405.52,109,401.5,5.78,61,99725
20120618:1800,35.91,17.57,43,92.42,34,397.18,5.75,62,99807
20120618:1900,34.42,19.56,0,0,0,392.87,5.71,64,99890
20120618:2000,32.93,21.55,0,0,0,388.55,5.68,66,99972
20120618:2100,31.71,24.23,0,0,0,384.88,5.78,68,99962
20120618:2200,30.49,26.91,0,0,0,381.22,5.88,70,99952
20120618:2300,29.27,29.59,0,0,0,377.55,5.97,73,99942
20120619:0000,28.21,31.94,0,0,0,373.63,5.97,71,99936
20120619:0100,27.16,34.28,0,0,0,369.72,5.97,69,99929
20120619:0200,26.1,36.63,0,0,0,365.8,5.97,67,99922
20120619:0300,25.62,37,0,0,0,362.9,5.76,66,99955
20120619:0400,25.15,37.38,0,0,0,360,5.55,65,99988
20120619:0500,24.67,37.75,35,7.51,34,357.1,5.34,64,100021
20120619:0600,26.39,33.27,260,407.12,124,361.73,5.44,65,100037
20120619:0700,28.11,28.79,456,514.23,185,366.37,5.54,65,100054
20120619:0800,29.83,24.31,668,679.77,193,371,5.64,66,100070
20120619:0900,31.72,21.39,841,773.61,193,379.52,5.22,64,100028
20120619:1000,33.62,18.48,942,765.4,227,388.03,4.8,62,99985
20120619:1100,35.51,15.56,1062,964.61,115,396.55,4.37,60,99942
20120619:1200,36.28,15.08,920,596.63,337,400.38,4.18,60,99886
20120619:1300,37.05,14.6,985,941.66,118,404.22,3.99,60,99830
20120619:1400,37.81,14.12,706,460.64,330,408.05,3.79,59,99774
20120619:1500,37.47,14.58,642,691.61,178,404.82,4,59,99765
20120619:1600,37.14,15.03,444,596.49,149,401.58,4.21,59,99755
20120619:1700,36.8,15.49,234,431.09,105,398.35,4.41,58,99745
20120619:1800,35.18,17.41,38,50.88,33,394.5,4.01,63,99797
20120619:1900,33.56,19.33,0,0,0,390.65,3.61,68,99850
20120619:2000,31.93,21.25,0,0,0,386.8,3.21,72,99903
20120619:2100,31.07,22.58,0,0,0,384.45,3.29,82,99913
20120619:2200,30.2,23.9,0,0,0,382.1,3.37,91,99922
20120619:2300,29.33,25.23,0,0,0,379.75,3.45,100,99932
20120620:0000,28.51,27.09,0,0,0,375.38,3.58,101,99919
20120620:0100,27.7,28.95,0,0,0,371.02,3.71,103,99906
20120620:0200,26.89,30.81,0,0,0,366.65,3.83,104,99893
20120620:0300,26.64,31.24,0,0,0,364.5,3.65,102,99926
20120620:0400,26.39,31.68,0,0,0,362.35,3.47,100,99959
20120620:0500,26.15,32.11,75,188.71,50,360.2,3.28,98,99991
20120620:0600,28.16,27.92,260,404.86,125,365.88,3.54,96,100011
20120620:0700,30.18,23.73,472,585.08,164,371.57,3.81,95,100031
20120620:0800,32.2,19.54,664,667.37,198,377.25,4.07,94,100051
20120620:0900,33.75,17.16,832,746.48,207,385.07,4.18,92,100005
20120620:1000,35.29,14.78,942,765.58,227,392.88,4.29,91,99959
20120620:1100,36.84,12.4,998,780.28,232,400.7,4.4,89,99913
20120620:1200,37.46,12.51,1003,807.32,214,403.42,4.17,87,99870
20120620:1300,38.07,12.63,936,789.32,209,406.13,3.95,84,99827
20120620:1400,38.68,12.74,816,765.23,191,408.85,3.72,82,99784
20120620:1500,38.25,13.33,637,667.12,189,404.82,3.5,82,99768
20120620:1600,37.81,13.91,440,575.41,155,400.78,3.28,82,99751
20120620:1700,37.38,14.5,239,456.6,102,396.75,3.06,82,99735
20120620:1800,35.64,16.28,56,211.95,35,391.67,2.88,84,99791
20120620:1900,33.91,18.07,0,0,0,386.58,2.7,86,99847
20120620:2000,32.17,19.85,0,0,0,381.5,2.52,89,99903
20120620:2100,31.28,20.56,0,0,0,378.03,2.86,96,99893
20120620:2200,30.38,21.26,0,0,0,374.57,3.2,103,99883
20120620:2300,29.48,21.97,0,0,0,371.1,3.53,111,99873
20120621:0000,28.45,22.34,0,0,0,366.87,3.51,118,99857
20120621:0100,27.42,22.7,0,0,0,362.63,3.49,125,99840
20120621:0200,26.4,23.07,0,0,0,358.4,3.48,133,99824
20120621:0300,26.31,22.82,0,0,0,356.85,3.48,131,99853
20120621:0400,26.22,22.57,0,0,0,355.3,3.48,130,99883
20120621:0500,26.12,22.32,62,91.03,50,353.75,3.48,128,99913
20120621:0600,28.88,19.42,239,306.51,137,360.77,3.5,125,99939
20120621:0700,31.64,16.53,459,532.52,179,367.78,3.53,122,99965
20120621:0800,34.4,13.63,656,643.51,207,374.8,3.56,119,99991
20120621:0900,35.67,12.92,836,759.98,200,383.37,2.77,111,99945
20120621:1000,36.94,12.22,951,793.62,210,391.93,1.99,104,99899
20120621:1100,38.21,11.51,1008,807.83,215,400.5,1.2,97,99853
20120621:1200,38.75,11.66,1013,835.87,196,403.82,1.2,93,99794
20120621:1300,39.29,11.82,946,817.28,193,407.13,1.21,89,99735
20120621:1400,39.82,11.97,821,779.47,184,410.45,1.21,85,99676
20120621:1500,39.44,12.38,644,691.82,179,407.8,1.38,82,99646
20120621:1600,39.05,12.78,441,576.62,155,405.15,1.54,80,99617
20120621:1700,38.67,13.19,227,379,113,402.5,1.71,77,99587
20120621:1800,36.65,15.32,34,30.05,31,399.33,2.12,85,99620
20120621:1900,34.63,17.46,0,0,0,396.17,2.53,92,99653
20120621:2000,32.6,19.59,0,0,0,393,2.94,100,99686
20120621:2100,31.59,20.65,0,0,0,389.8,3.21,113,99673
20120621:2200,30.57,21.71,0,0,0,386.6,3.48,126,99659
20120621:2300,29.56,22.77,0,0,0,383.4,3.75,140,99646
20120622:0000,29.15,23.52,0,0,0,381.42,3.86,147,99636
20120622:0100,28.75,24.26,0,0,0,379.43,3.97,154,99627
20120622:0200,28.34,25.01,0,0,0,377.45,4.08,161,99617
20120622:0300,28.18,24.89,0,0,0,375.98,3.54,159,99653
20120622:0400,28.02,24.77,0,0,0,374.52,2.99,158,99689
20120622:0500,27.85,24.65,73,175.45,50,373.05,2.44,156,99725
20120622:0600,30.34,21.61,257,397.52,125,379.5,2.63,155,99755
20120622:0700,32.82,18.57,466,563.66,170,385.95,2.82,154,99784
20120622:0800,35.3,15.53,673,702.84,183,392.4,3.01,153,99814
20120622:0900,36.56,14.41,848,799.83,179,400.68,2.74,121,99778
20120622:1000,37.81,13.3,955,806.7,202,408.97,2.46,89,99742
20120622:1100,39.07,12.18,1013,822.17,206,417.25,2.19,57,99705
20120622:1200,39.81,12.07,1019,850.1,188,418.93,2.12,65,99653
20120622:1300,40.55,11.95,951,831.14,185,420.62,2.05,74,99600
20120622:1400,41.28,11.84,825,792.51,177,422.3,1.97,82,99548
20120622:1500,40.93,12.1,651,716.51,169,418.18,2.08,89,99534
20120622:1600,40.58,12.37,444,587.94,152,414.07,2.19,96,99521
20120622:1700,40.23,12.63,234,417.93,108,409.95,2.3,103,99508
20120622:1800,38.32,14.2,45,99.49,35,405.33,2.99,112,99567
20120622:1900,36.41,15.77,0,0,0,400.72,3.67,120,99627
20120622:2000,34.5,17.34,0,0,0,396.1,4.36,129,99686
20120622:2100,33.53,17.98,0,0,0,392.62,4.23,138,99699
20120622:2200,32.55,18.63,0,0,0,389.13,4.11,146,99712
20120622:2300,31.57,19.27,0,0,0,385.65,3.99,155,99725
20120623:0000,30.99,19.73,0,0,0,382.53,3.99,159,99715
20120623:0100,30.41,20.18,0,0,0,379.42,3.99,163,99705
20120623:0200,29.83,20.64,0,0,0,376.3,3.99,166,99696
20120623:0300,29.62,20.36,0,0,0,375.4,3.5,167,99742
20120623:0400,29.41,20.07,0,0,0,374.5,3.02,168,99788
20120623:0500,29.19,19.79,72,168.83,50,373.6,2.54,169,99834
20120623:0600,31.56,17.3,252,374.29,128,379.57,2.49,168,99886
20120623:0700,33.92,14.82,480,627.34,151,385.53,2.44,168,99939
20120623:0800,36.28,12.33,679,727.85,172,391.5,2.39,168,99991
20120623:0900,37.57,11.36,864,856.48,148,400.47,2.32,140,99972
20120623:1000,38.86,10.4,984,894.83,149,409.43,2.26,113,99952
20120623:1100,40.15,9.43,1061,964.9,114,418.4,2.19,86,99932
20120623:1200,40.95,9.49,1049,941.07,129,419.75,1.81,84,99880
20120623:1300,41.74,9.55,974,904.67,140,421.1,1.42,83,99827
20120623:1400,42.53,9.61,838,834.9,155,422.45,1.03,81,99774
20120623:1500,42.07,10.04,661,754.57,153,417.8,1.81,80,99771
20120623:1600,41.6,10.47,452,619.41,144,413.15,2.59,80,99768
20120623:1700,41.14,10.9,156,86.06,130,408.5,3.37,79,99765
20120623:1800,39.03,12.58,54,168.09,37,404.07,3.67,85,99834
20120623:1900,36.92,14.27,0,0,0,399.63,3.97,90,99903
20120623:2000,34.81,15.95,0,0,0,395.2,4.28,96,99972
20120623:2100,33.94,17.58,0,0,0,393.85,4.01,101,100011
20120623:2200,33.07,19.22,0,0,0,392.5,3.74,106,100051
20120623:2300,32.2,20.85,0,0,0,391.15,3.48,111,100090
20120624:0000,31.38,22.16,0,0,0,390.37,3.82,113,100090
20120624:0100,30.57,23.47,0,0,0,389.58,4.17,116,100090
20120624:0200,29.75,24.78,0,0,0,388.8,4.51,118,100090
20120624:0300,29.5,25.63,0,0,0,387.08,4.63,116,100143
20120624:0400,29.25,26.47,0,0,0,385.37,4.74,114,100195
20120624:0500,29,27.32,66,131.31,49,383.65,4.86,112,100248
20120624:0600,30.9,24.63,254,387.32,126,389.63,5.17,111,100284
20120624:0700,32.79,21.93,476,614.87,154,395.62,5.48,110,100320
20120624:0800,34.68,19.24,671,702.64,182,401.6,5.79,110,100356
20120624:0900,36.13,17.76,847,799.53,179,409.38,5.29,107,100320
20120624:1000,37.59,16.28,954,807.22,201,417.17,4.78,105,100284
20120624:1100,39.04,14.8,1013,822.36,206,424.95,4.28,102,100248
20120624:1200,39.58,15,1019,849.98,188,431.02,3.82,87,100205
20120624:1300,40.12,15.21,951,831.79,184,437.08,3.36,71,100162
20120624:1400,40.66,15.41,826,792.97,177,443.15,2.9,55,100120
20120624:1500,40.35,15.69,652,716.92,169,438.62,3.05,53,100113
20120624:1600,40.03,15.96,448,598.63,150,434.08,3.2,52,100106
20120624:1700,39.72,16.24,237,426.17,108,429.55,3.35,50,100100
20120624:1800,38.12,17.83,45,88.51,36,424.08,3.51,62,100153
20120624:1900,36.52,19.41,0,0,0,418.62,3.67,74,100205
20120624:2000,34.92,21,0,0,0,413.15,3.83,86,100258
20120624:2100,34.03,21.58,0,0,0,409.65,4.46,95,100254
20120624:2200,33.13,22.15,0,0,0,406.15,5.09,103,100251
20120624:2300,32.23,22.73,0,0,0,402.65,5.72,112,100248
20120625:0000,31.43,24.05,0,0,0,396.95,5.45,112,100248
20120625:0100,30.63,25.36,0,0,0,391.25,5.17,111,100248
20120625:0200,29.83,26.68,0,0,0,385.55,4.9,111,100248
20120625:0300,29.42,27.07,0,0,0,381.95,4.57,114,100254
20120625:0400,29.01,27.47,0,0,0,378.35,4.25,116,100261
20120625:0500,28.59,27.86,44,23.34,41,374.75,3.93,119,100268
20120625:0600,30.35,24.5,249,367.11,128,379.22,4.11,119,100284
20120625:0700,32.11,21.14,468,583.28,163,383.68,4.28,119,100300
20120625:0800,33.87,17.78,660,665.92,197,388.15,4.46,119,100317
20120625:0900,35.21,16.23,838,772.47,193,395.35,3.94,114,100277
20120625:1000,36.56,14.69,949,792.49,210,402.55,3.42,109,100238
20120625:1100,37.9,13.14,1013,822.48,206,409.75,2.9,104,100199
20120625:1200,38.55,13.48,1013,835.63,196,414.17,2.46,94,100123
20120625:1300,39.19,13.81,942,803.41,201,418.58,2.01,83,100047
20120625:1400,39.83,14.15,827,792.64,178,423,1.57,72,99972
20120625:1500,39.63,14.4,653,717.93,169,419.22,1.46,76,99929
20120625:1600,39.43,14.66,448,600.03,149,415.43,1.34,79,99886
20120625:1700,39.23,14.91,240,441.93,106,411.65,1.23,82,99844
20120625:1800,37.52,16.64,49,117.46,37,407.43,2.13,95,99857
20120625:1900,35.82,18.37,0,0,0,403.22,3.04,108,99870
20120625:2000,34.11,20.1,0,0,0,399,3.94,120,99883
20120625:2100,33.25,21.01,0,0,0,395.32,4.12,127,99883
20120625:2200,32.39,21.92,0,0,0,391.63,4.29,134,99883
20120625:2300,31.53,22.83,0,0,0,387.95,4.47,141,99883
20120626:0000,30.6,23.91,0,0,0,383.43,3.93,144,99890
20120626:0100,29.68,24.98,0,0,0,378.92,3.38,147,99896
20120626:0200,28.75,26.06,0,0,0,374.4,2.84,150,99903
20120626:0300,28.6,26.05,0,0,0,372.9,2.89,146,99936
20120626:0400,28.44,26.05,0,0,0,371.4,2.94,141,99968
20120626:0500,28.28,26.04,74,203.78,48,369.9,2.99,136,100001
20120626:0600,30.36,23.14,258,416.81,121,376.18,3.26,135,100018
20120626:0700,32.44,20.25,470,591.87,161,382.47,3.52,134,100034
20120626:0800,34.52,17.35,666,689.62,187,388.75,3.78,133,100051
20120626:0900,35.71,15.97,841,784.94,186,396.92,3.77,137,100008
20120626:1000,36.9,14.58,958,820.68,193,405.08,3.75,141,99965
20120626:1100,38.09,13.2,1002,793.06,224,413.25,3.74,146,99922
20120626:1200,38.7,13.36,1024,865.28,178,418.43,3.72,126,99880
20120626:1300,39.3,13.52,961,860.71,167,423.62,3.71,107,99837
